img_id,folder_name,category_id,category_abbre,category_full_name
017739.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017740.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017741.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017742.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017743.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
017744.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017745.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017746.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
017747.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017748.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017749.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017750.jpg,PATTERN,23,PL-Pat,Pattern
017751.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017752.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017753.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017754.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017755.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017756.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017757.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017758.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017759.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017760.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017761.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017762.jpg,SCATTER,24,P-Scat,Scatter
017763.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
017764.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
017765.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017766.jpg,PATTERN,23,PL-Pat,Pattern
017767.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017768.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
017769.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017770.jpg,SCATTER,24,P-Scat,Scatter
017771.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017772.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017773.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017774.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017775.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017776.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017777.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017778.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017779.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
017780.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017781.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017782.jpg,PATTERN,23,PL-Pat,Pattern
017783.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017784.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017785.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017786.jpg,PATTERN,23,PL-Pat,Pattern
017787.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017788.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017789.jpg,SCATTER,24,P-Scat,Scatter
017790.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
017791.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
017792.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017793.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017794.jpg,PATTERN,23,PL-Pat,Pattern
017795.jpg,PERSPECTIVE,21,S-Per,Perspective
017796.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017797.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017798.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017799.jpg,PATTERN,23,PL-Pat,Pattern
017800.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017801.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017802.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017803.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
017804.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017805.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017806.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017807.jpg,PERSPECTIVE,21,S-Per,Perspective
017808.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017809.jpg,PERSPECTIVE,21,S-Per,Perspective
017810.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
017811.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017812.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017813.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
017814.jpg,DIFFUSE,20,LS-Dif,Diffuse
017815.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017816.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017817.jpg,PATTERN,23,PL-Pat,Pattern
017818.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017819.jpg,DENSE,22,PL-Den,Random- Dense
017820.jpg,PATTERN,23,PL-Pat,Pattern
017821.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017822.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017823.jpg,PATTERN,23,PL-Pat,Pattern
017824.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017825.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017826.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
017827.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017828.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017829.jpg,DIFFUSE,20,LS-Dif,Diffuse
017830.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017831.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
017832.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
017833.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017834.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017835.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017836.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017837.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
017838.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
017839.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017840.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017841.jpg,SCATTER,24,P-Scat,Scatter
017842.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017843.jpg,PERSPECTIVE,21,S-Per,Perspective
017844.jpg,DENSE,22,PL-Den,Random- Dense
017845.jpg,PERSPECTIVE,21,S-Per,Perspective
017846.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017847.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017848.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017849.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017850.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017851.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017852.jpg,PATTERN,23,PL-Pat,Pattern
017853.jpg,DIFFUSE,20,LS-Dif,Diffuse
017854.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017855.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017856.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
017857.jpg,PERSPECTIVE,21,S-Per,Perspective
017858.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017859.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017860.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017861.jpg,PERSPECTIVE,21,S-Per,Perspective
017862.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017863.jpg,DIFFUSE,20,LS-Dif,Diffuse
017864.jpg,DIFFUSE,20,LS-Dif,Diffuse
017865.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017866.jpg,DIFFUSE,20,LS-Dif,Diffuse
017867.jpg,DIFFUSE,20,LS-Dif,Diffuse
017868.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017869.jpg,SCATTER,24,P-Scat,Scatter
017870.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
017871.jpg,PATTERN,23,PL-Pat,Pattern
017872.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017873.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017874.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017875.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
017876.jpg,DENSE,22,PL-Den,Random- Dense
017877.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017878.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017879.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017880.jpg,PERSPECTIVE,21,S-Per,Perspective
017881.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017882.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017883.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017884.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017885.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017886.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017887.jpg,DENSE,22,PL-Den,Random- Dense
017888.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017889.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
017890.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017891.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017892.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017893.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017894.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017895.jpg,PERSPECTIVE,21,S-Per,Perspective
017896.jpg,PATTERN,23,PL-Pat,Pattern
017897.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017898.jpg,DENSE,22,PL-Den,Random- Dense
017899.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
017900.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017901.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017902.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017903.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017904.jpg,DENSE,22,PL-Den,Random- Dense
017905.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017906.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017907.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
017908.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017909.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017910.jpg,DENSE,22,PL-Den,Random- Dense
017911.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017912.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017913.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
017914.jpg,SCATTER,24,P-Scat,Scatter
017915.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017916.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017917.jpg,DIFFUSE,20,LS-Dif,Diffuse
017918.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
017919.jpg,PATTERN,23,PL-Pat,Pattern
017920.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017921.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017922.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017923.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017924.jpg,PATTERN,23,PL-Pat,Pattern
017925.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017926.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017927.jpg,PATTERN,23,PL-Pat,Pattern
017928.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017929.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017930.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
017931.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
017932.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017933.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017934.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017935.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017936.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
017937.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017938.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
017939.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017940.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017941.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017942.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017943.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017944.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017945.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017946.jpg,PATTERN,23,PL-Pat,Pattern
017947.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
017948.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017949.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
017950.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017951.jpg,PERSPECTIVE,21,S-Per,Perspective
017952.jpg,DIFFUSE,20,LS-Dif,Diffuse
017953.jpg,DENSE,22,PL-Den,Random- Dense
017954.jpg,PERSPECTIVE,21,S-Per,Perspective
017955.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017956.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
017957.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017958.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017959.jpg,SCATTER,24,P-Scat,Scatter
017960.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
017961.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
017962.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017963.jpg,PATTERN,23,PL-Pat,Pattern
017964.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017965.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017966.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017967.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
017968.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017969.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017970.jpg,PERSPECTIVE,21,S-Per,Perspective
017971.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017972.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
017973.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017974.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
017975.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017976.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
017977.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
017978.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
017979.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017980.jpg,DIFFUSE,20,LS-Dif,Diffuse
017981.jpg,DIFFUSE,20,LS-Dif,Diffuse
017982.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017983.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
017984.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
017985.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017986.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
017987.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
017988.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
017989.jpg,PATTERN,23,PL-Pat,Pattern
017990.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
017991.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017992.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
017993.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
017994.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
017995.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
017996.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017997.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
017998.jpg,PATTERN,23,PL-Pat,Pattern
017999.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
018000.jpg,PATTERN,23,PL-Pat,Pattern
018001.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
018002.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
018003.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
018004.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
018005.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018006.jpg,PERSPECTIVE,21,S-Per,Perspective
018007.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
018008.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
018009.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
018010.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
018011.jpg,DIFFUSE,20,LS-Dif,Diffuse
018012.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
018013.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
018014.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018015.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018016.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
018017.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
018018.jpg,PERSPECTIVE,21,S-Per,Perspective
018019.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
018020.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
018021.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
018022.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
018023.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
018024.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018025.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points
018026.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018027.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
018028.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018029.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
018030.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
018031.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
018032.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
018033.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018034.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
018035.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
018036.jpg,PATTERN,23,PL-Pat,Pattern
018037.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
018038.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
018039.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
018040.jpg,SCATTER,24,P-Scat,Scatter
018041.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018042.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018043.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
018044.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018045.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018046.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
018047.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
018048.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
018049.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
018050.jpg,SCATTER,24,P-Scat,Scatter
018051.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
018052.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
018053.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
018054.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018055.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
018056.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points
018057.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
018058.jpg,SCATTER,24,P-Scat,Scatter
018059.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
018060.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018061.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018062.jpg,DENSE,22,PL-Den,Random- Dense
018063.jpg,PATTERN,23,PL-Pat,Pattern
018064.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
018065.jpg,DIFFUSE,20,LS-Dif,Diffuse
018066.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
018067.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
018068.jpg,PATTERN,23,PL-Pat,Pattern
018069.jpg,DIFFUSE,20,LS-Dif,Diffuse
018070.jpg,DENSE,22,PL-Den,Random- Dense
018071.jpg,DIFFUSE,20,LS-Dif,Diffuse
018072.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
018073.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018074.jpg,DENSE,22,PL-Den,Random- Dense
018075.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018076.jpg,SCATTER,24,P-Scat,Scatter
018077.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
018078.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
018079.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018080.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018081.jpg,PATTERN,23,PL-Pat,Pattern
018082.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
018083.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018084.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
018085.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
018086.jpg,PATTERN,23,PL-Pat,Pattern
018087.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes
018088.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018089.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018090.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
018091.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
018092.jpg,PATTERN,23,PL-Pat,Pattern
018093.jpg,SCATTER,24,P-Scat,Scatter
018094.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
018095.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
018096.jpg,PATTERN,23,PL-Pat,Pattern
018097.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
018098.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle
018099.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
018100.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
018101.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines
018102.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
018103.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
018104.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
018105.jpg,PERSPECTIVE,21,S-Per,Perspective
018106.jpg,SCATTER,24,P-Scat,Scatter
018107.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
018108.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
018109.jpg,DENSE,22,PL-Den,Random- Dense
018110.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
018111.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
018112.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve
018113.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018114.jpg,PATTERN,23,PL-Pat,Pattern
018115.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
018116.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve
018117.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes
018118.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
018119.jpg,SCATTER,24,P-Scat,Scatter
018120.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape
018121.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
018122.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part
018123.jpg,HORI3,9,LS-Hori3,Horizontal Third Part
018124.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve
018125.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points
018126.jpg,PATTERN,23,PL-Pat,Pattern
018127.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
018128.jpg,DENSE,22,PL-Den,Random- Dense
018129.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
018130.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line
018131.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT
018132.jpg,PERSPECTIVE,21,S-Per,Perspective
018133.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point
018134.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line
018135.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT
018136.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle
